timestamp,stake_mult,prob_up_BTCUSDT,prob_up_XRPUSDT,prob_up_ETHUSDT,prob_down_BTCUSDT,prob_down_XRPUSDT,prob_down_ETHUSDT,actual_BTCUSDT,actual_XRPUSDT,actual_ETHUSDT,signal_BTCUSDT,signal_XRPUSDT,signal_ETHUSDT,pnl_total,entered_all,bank
2025-09-01 18:00:00+00:00,1.0,0.47820696,0.5110321,0.48780212,0.521793,0.4889679,0.51219785,-1,1,1,-1,1,-1,38.5,1,101405.0
2025-09-01 19:00:00+00:00,1.0,0.4914953,0.50325716,0.49227315,0.5085047,0.49674284,0.50772685,-1,-1,-1,0,0,0,0.0,0,101405.0
2025-09-01 20:00:00+00:00,1.0,0.509374,0.5093505,0.5174539,0.49062598,0.49064952,0.4825461,-1,-1,-1,0,1,1,-100.0,0,101305.0
2025-09-01 21:00:00+00:00,1.0,0.5259501,0.5169598,0.5174629,0.47404993,0.4830402,0.4825371,1,1,1,1,1,1,132.75,1,101437.75
2025-09-01 22:00:00+00:00,1.0,0.5154161,0.49174476,0.50220996,0.4845839,0.50825524,0.49779004,1,1,1,0,-1,0,-50.0,0,101387.75
2025-09-01 23:00:00+00:00,1.0,0.47248706,0.4819499,0.50101787,0.5275129,0.5180501,0.49898213,-1,1,-1,-1,-1,0,-5.75,0,101382.0
2025-09-02 00:00:00+00:00,1.0,0.4966941,0.486763,0.5041518,0.5033059,0.513237,0.49584818,1,1,1,0,-1,0,-50.0,0,101332.0
2025-09-02 01:00:00+00:00,1.0,0.47157595,0.483921,0.4924425,0.528424,0.516079,0.5075575,1,1,1,-1,-1,0,-100.0,0,101232.0
2025-09-02 02:00:00+00:00,1.0,0.47171065,0.4783966,0.4907103,0.5282893,0.5216034,0.50928974,1,1,1,-1,-1,0,-100.0,0,101132.0
2025-09-02 03:00:00+00:00,1.0,0.4700897,0.47091985,0.4922936,0.5299103,0.52908015,0.5077064,-1,1,1,-1,-1,0,-5.75,0,101126.25
2025-09-02 04:00:00+00:00,1.0,0.48462328,0.47085655,0.4747724,0.5153767,0.52914345,0.5252276,-1,1,-1,0,-1,-1,-5.75,0,101120.5
2025-09-02 05:00:00+00:00,1.0,0.48475927,0.46941987,0.48563722,0.5152407,0.53058016,0.5143628,1,-1,1,0,-1,-1,-5.75,0,101114.75
2025-09-02 06:00:00+00:00,1.0,0.48092338,0.48404375,0.48116878,0.5190766,0.5159563,0.51883125,-1,-1,-1,-1,-1,-1,132.75,1,101247.5
2025-09-02 07:00:00+00:00,1.0,0.50420344,0.5017643,0.5088437,0.49579656,0.4982357,0.49115628,1,1,1,0,0,0,0.0,0,101247.5
2025-09-02 08:00:00+00:00,1.0,0.4669124,0.47265953,0.48579067,0.5330876,0.5273405,0.51420933,1,1,1,-1,-1,-1,-150.0,1,101097.5
2025-09-02 09:00:00+00:00,1.0,0.49746117,0.4895307,0.49585822,0.5025388,0.5104693,0.5041418,-1,1,-1,0,-1,0,-50.0,0,101047.5
2025-09-02 10:00:00+00:00,1.0,0.50679976,0.4756029,0.5041474,0.49320024,0.52439713,0.4958526,-1,-1,-1,0,-1,0,44.25,0,101091.75
2025-09-02 11:00:00+00:00,1.0,0.51893055,0.4938315,0.5168388,0.48106945,0.5061685,0.4831612,-1,-1,-1,1,0,1,-100.0,0,100991.75
2025-09-02 12:00:00+00:00,1.0,0.5158484,0.5045456,0.5131883,0.4841516,0.49545437,0.4868117,1,1,1,0,0,1,44.25,0,101036.0
2025-09-02 13:00:00+00:00,1.0,0.4841926,0.4789139,0.4930232,0.5158074,0.5210861,0.50697684,1,1,-1,0,-1,0,-50.0,0,100986.0
2025-09-02 14:00:00+00:00,1.0,0.484108,0.4790306,0.50635004,0.515892,0.5209694,0.49364996,-1,-1,-1,0,-1,0,44.25,0,101030.25
2025-09-02 15:00:00+00:00,1.0,0.5017438,0.5055781,0.5167782,0.4982562,0.4944219,0.48322183,-1,1,1,0,0,1,44.25,0,101074.5
2025-09-02 16:00:00+00:00,1.0,0.49899632,0.5034185,0.5112946,0.5010037,0.4965815,0.4887054,1,1,1,0,0,1,44.25,0,101118.75
2025-09-02 17:00:00+00:00,1.0,0.48282504,0.49095953,0.49405655,0.51717496,0.5090405,0.5059434,-1,1,-1,-1,-1,0,-5.75,0,101113.0
2025-09-02 18:00:00+00:00,1.0,0.48429683,0.48703137,0.50378984,0.5157032,0.51296866,0.49621016,1,1,-1,0,-1,0,-50.0,0,101063.0
2025-09-02 19:00:00+00:00,1.0,0.507076,0.4956147,0.517301,0.49292397,0.5043853,0.48269898,1,1,1,0,0,1,44.25,0,101107.25
2025-09-02 20:00:00+00:00,1.0,0.47969988,0.4866215,0.49318016,0.52030015,0.5133785,0.50681984,-1,1,1,-1,-1,0,-5.75,0,101101.5
2025-09-02 21:00:00+00:00,1.0,0.49227896,0.47650152,0.49175215,0.50772107,0.5234985,0.50824785,1,1,1,0,-1,0,-50.0,0,101051.5
2025-09-02 22:00:00+00:00,1.0,0.4693248,0.4737933,0.49280608,0.5306752,0.52620673,0.5071939,-1,1,-1,-1,-1,0,-5.75,0,101045.75
2025-09-02 23:00:00+00:00,1.0,0.48034942,0.46128342,0.49360618,0.5196506,0.53871655,0.5063938,1,-1,-1,-1,-1,0,-5.75,0,101040.0
2025-09-03 00:00:00+00:00,1.5,0.47817823,0.48980728,0.5186853,0.52182174,0.51019275,0.48131472,-1,1,1,-1,-1,1,57.75,1,101097.75
2025-09-03 01:00:00+00:00,1.5,0.4903632,0.48286045,0.5154084,0.50963676,0.51713955,0.4845916,1,1,1,0,-1,1,-8.625,0,101089.12
2025-09-03 02:00:00+00:00,1.5,0.4638594,0.47408152,0.49178973,0.53614056,0.5259185,0.5082103,-1,-1,-1,-1,-1,0,132.75,0,101221.88
2025-09-03 03:00:00+00:00,1.5,0.4943173,0.48385882,0.5037301,0.5056827,0.5161412,0.49626988,-1,-1,1,0,-1,0,66.375,0,101288.25
2025-09-03 04:00:00+00:00,1.5,0.49047157,0.49254864,0.48327342,0.5095284,0.50745136,0.5167266,-1,-1,-1,0,0,-1,66.375,0,101354.62
2025-09-03 05:00:00+00:00,1.5,0.50802153,0.49768794,0.5021257,0.49197847,0.50231206,0.49787432,1,-1,-1,0,0,0,0.0,0,101354.62
2025-09-03 06:00:00+00:00,1.5,0.49703994,0.5103672,0.51167786,0.5029601,0.4896328,0.48832214,1,1,1,0,1,1,132.75,0,101487.38
2025-09-03 07:00:00+00:00,1.5,0.47130698,0.49195048,0.49770218,0.528693,0.5080495,0.5022978,-1,1,1,-1,0,0,66.375,0,101553.75
2025-09-03 08:00:00+00:00,1.5,0.5002947,0.4931652,0.498545,0.4997053,0.5068348,0.501455,1,1,1,0,0,0,0.0,0,101553.75
2025-09-03 09:00:00+00:00,1.5,0.47880593,0.48094797,0.48074463,0.5211941,0.519052,0.5192554,1,1,1,-1,-1,-1,-225.0,1,101328.75
2025-09-03 10:00:00+00:00,1.5,0.47720787,0.48006898,0.4841901,0.5227921,0.519931,0.5158099,-1,1,-1,-1,-1,-1,57.75,1,101386.5
2025-09-03 11:00:00+00:00,1.5,0.4847092,0.4752569,0.48462138,0.5152908,0.5247431,0.5153786,-1,-1,-1,0,-1,-1,132.75,0,101519.25
2025-09-03 12:00:00+00:00,1.5,0.502285,0.5006859,0.5075138,0.497715,0.49931413,0.49248618,1,1,1,0,0,0,0.0,0,101519.25
2025-09-03 13:00:00+00:00,1.5,0.4871783,0.47503737,0.48479918,0.5128217,0.52496266,0.51520085,1,1,1,0,-1,-1,-150.0,0,101369.25
2025-09-03 14:00:00+00:00,1.5,0.4764181,0.48251072,0.48320556,0.52358186,0.5174893,0.51679444,-1,-1,1,-1,-1,-1,57.75,1,101427.0
2025-09-03 15:00:00+00:00,1.5,0.47716996,0.47885188,0.48021054,0.52283,0.5211481,0.51978946,-1,-1,-1,-1,-1,-1,199.125,1,101626.12
2025-09-03 16:00:00+00:00,1.5,0.5048944,0.49800462,0.4875088,0.49510562,0.5019954,0.5124912,1,1,1,0,0,-1,-75.0,0,101551.12
2025-09-03 17:00:00+00:00,1.5,0.4746192,0.48865992,0.48287427,0.5253808,0.5113401,0.5171257,-1,-1,-1,-1,-1,-1,199.125,1,101750.25
2025-09-03 18:00:00+00:00,1.5,0.49994075,0.5095726,0.49601257,0.50005925,0.49042737,0.50398743,1,1,1,0,1,0,66.375,0,101816.62
2025-09-03 19:00:00+00:00,1.5,0.48877007,0.50002897,0.48993498,0.51122993,0.49997103,0.510065,1,-1,-1,0,0,-1,66.375,0,101883.0
2025-09-03 20:00:00+00:00,1.5,0.4907762,0.506302,0.5011402,0.5092238,0.493698,0.49885982,-1,-1,-1,0,0,0,0.0,0,101883.0
2025-09-03 21:00:00+00:00,1.5,0.5038164,0.503465,0.5143351,0.49618357,0.496535,0.4856649,-1,1,1,0,0,1,66.375,0,101949.38
2025-09-03 22:00:00+00:00,1.5,0.4933137,0.5018765,0.49056152,0.50668633,0.49812353,0.5094385,-1,-1,-1,0,0,-1,66.375,0,102015.75
2025-09-03 23:00:00+00:00,1.5,0.50596136,0.50734377,0.5092611,0.49403864,0.49265623,0.49073893,1,1,1,0,0,0,0.0,0,102015.75
2025-09-04 00:00:00+00:00,1.0,0.47211674,0.5024013,0.4805684,0.5278833,0.4975987,0.5194316,-1,-1,1,-1,0,-1,-5.75,0,102010.0
2025-09-04 01:00:00+00:00,1.0,0.5025707,0.5089382,0.48919362,0.4974293,0.4910618,0.5108064,-1,-1,-1,0,1,-1,-5.75,0,102004.25
2025-09-04 02:00:00+00:00,1.0,0.51901865,0.5054864,0.52365685,0.48098135,0.49451357,0.47634315,-1,1,-1,1,0,1,-100.0,0,101904.25
2025-09-04 03:00:00+00:00,1.0,0.524831,0.49854785,0.5205085,0.475169,0.50145215,0.47949147,-1,1,-1,1,0,1,-100.0,0,101804.25
2025-09-04 04:00:00+00:00,1.0,0.5317872,0.48814002,0.5156556,0.46821278,0.51186,0.48434442,-1,-1,-1,1,-1,1,-55.75,1,101748.5
2025-09-04 05:00:00+00:00,1.0,0.52175665,0.5055318,0.5220719,0.47824335,0.4944682,0.4779281,-1,-1,-1,1,0,1,-100.0,0,101648.5
2025-09-04 06:00:00+00:00,1.0,0.5241063,0.5144376,0.5220719,0.47589368,0.48556238,0.4779281,1,1,1,1,1,1,132.75,1,101781.25
2025-09-04 07:00:00+00:00,1.0,0.5199052,0.49937007,0.5028648,0.4800948,0.5006299,0.49713522,1,1,-1,1,0,0,44.25,0,101825.5
2025-09-04 08:00:00+00:00,1.0,0.5142366,0.50215685,0.5138175,0.48576337,0.49784315,0.4861825,1,1,1,0,0,1,44.25,0,101869.75
2025-09-04 09:00:00+00:00,1.0,0.5039052,0.5004399,0.48499867,0.49609482,0.49956012,0.5150013,-1,-1,1,0,0,-1,-50.0,0,101819.75
2025-09-04 10:00:00+00:00,1.0,0.51027656,0.48413137,0.48985606,0.48972344,0.51586866,0.51014394,1,-1,-1,0,-1,-1,88.5,0,101908.25
2025-09-04 11:00:00+00:00,1.0,0.49633104,0.49179924,0.49643102,0.50366896,0.50820076,0.503569,1,1,1,0,-1,0,-50.0,0,101858.25
2025-09-04 12:00:00+00:00,1.0,0.50634444,0.4937519,0.50162405,0.49365556,0.5062481,0.49837595,-1,-1,-1,0,0,0,0.0,0,101858.25
2025-09-04 13:00:00+00:00,1.0,0.5088436,0.4997658,0.52126175,0.4911564,0.5002342,0.47873825,-1,1,-1,0,0,1,-50.0,0,101808.25
2025-09-04 14:00:00+00:00,1.0,0.5169508,0.49049693,0.5186119,0.4830492,0.50950307,0.4813881,-1,-1,-1,1,-1,1,-55.75,1,101752.5
2025-09-04 15:00:00+00:00,1.0,0.5136854,0.5078584,0.5186119,0.4863146,0.4921416,0.4813881,-1,-1,-1,0,0,1,-50.0,0,101702.5
2025-09-04 16:00:00+00:00,1.0,0.5206094,0.5187147,0.5149309,0.47939062,0.48128527,0.4850691,1,1,1,1,1,1,132.75,1,101835.25
