timestamp,source,stake_mult,min_conf,prob_up_BTCUSDT,prob_up_XRPUSDT,prob_up_ETHUSDT,prob_down_BTCUSDT,prob_down_XRPUSDT,prob_down_ETHUSDT,base_sig_BTCUSDT,base_sig_XRPUSDT,base_sig_ETHUSDT,actual_BTCUSDT,actual_XRPUSDT,actual_ETHUSDT,signal_BTCUSDT,signal_XRPUSDT,signal_ETHUSDT,pnl_BTCUSDT,pnl_XRPUSDT,pnl_ETHUSDT,pnl_total,entered_all,bank
2025-04-30 13:00:00+00:00,oot,0.5,0.014,0.5158954858779907,0.5531691908836365,0.5316174030303955,0.4841045141220093,0.4468308091163635,0.4683825969696045,0,1,0,1,1,1,0,1,0,0.0,55.315,0.0,55.315,0,16629.62
2025-04-30 14:00:00+00:00,oot,0.5,0.014,0.5148670673370361,0.5417458415031433,0.5457040667533875,0.4851329326629638,0.4582541584968567,0.4542959332466125,0,0,0,1,-1,1,0,0,0,0.0,0.0,0.0,0.0,0,16629.62
2025-04-30 15:00:00+00:00,oot,0.5,0.014,0.5097283720970154,0.5028446316719055,0.5209481120109558,0.4902716279029846,0.4971553683280945,0.4790518879890442,0,0,0,-1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16629.62
2025-04-30 16:00:00+00:00,oot,0.5,0.014,0.5265571475028992,0.5041282773017883,0.5209481120109558,0.4734428524971008,0.4958717226982116,0.4790518879890442,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16629.62
2025-04-30 17:00:00+00:00,oot,0.5,999.0,0.5100586414337158,0.5070343613624573,0.4801391363143921,0.4899413585662842,0.4929656386375427,0.5198608636856079,0,0,0,-1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16629.62
2025-04-30 18:00:00+00:00,oot,0.5,999.0,0.4989943504333496,0.5044748783111572,0.4670507609844208,0.5010056495666504,0.4955251216888428,0.5329492092132568,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16629.62
2025-04-30 19:00:00+00:00,oot,0.5,0.014,0.4652784764766693,0.4509074985980987,0.4726901054382324,0.5347214937210083,0.5490925312042236,0.5273098945617676,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16629.62
2025-04-30 20:00:00+00:00,oot,0.5,0.014,0.4555907249450683,0.506273090839386,0.4627627730369568,0.5444092750549316,0.493726909160614,0.5372372269630432,0,0,0,-1,1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16629.62
2025-04-30 21:00:00+00:00,oot,0.5,999.0,0.455714464187622,0.4446198046207428,0.4643122553825378,0.5442855358123779,0.5553802251815796,0.5356877446174622,0,0,0,-1,-1,1,0,0,0,0.0,0.0,0.0,0.0,0,16629.62
2025-04-30 22:00:00+00:00,oot,0.5,0.008,0.5168889164924622,0.4966678023338318,0.5208563208580017,0.4831110835075378,0.5033321976661682,0.4791436791419983,0,1,0,1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16629.62
2025-04-30 23:00:00+00:00,oot,0.5,0.008,0.4434015154838562,0.4426404237747192,0.4697224497795105,0.5565984845161438,0.5573595762252808,0.5302775502204895,0,-1,0,1,1,1,0,-1,0,0.0,-65.0,0.0,-65.0,0,16564.62
2025-05-01 00:00:00+00:00,oot,1.0,0.014,0.443835586309433,0.4468680620193481,0.4487520456314087,0.5561643838882446,0.5531319379806519,0.5512479543685913,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16564.62
2025-05-01 01:00:00+00:00,oot,1.0,999.0,0.4294328391551971,0.4769673645496368,0.4202033281326294,0.5705671310424805,0.5230326652526855,0.5797966718673706,-1,0,-1,1,1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16564.62
2025-05-01 02:00:00+00:00,oot,1.0,0.014,0.4319082200527191,0.4171831607818603,0.4215531647205353,0.5680917501449585,0.5828168392181396,0.5784468650817871,0,0,0,-1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16564.62
2025-05-01 03:00:00+00:00,oot,1.0,0.014,0.4450956881046295,0.4478678107261657,0.4639353454113006,0.5549043416976929,0.5521321892738342,0.536064624786377,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16564.62
2025-05-01 04:00:00+00:00,oot,1.0,999.0,0.4578518569469452,0.4392216503620147,0.4437155723571777,0.5421481132507324,0.5607783794403076,0.5562844276428223,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16564.62
2025-05-01 05:00:00+00:00,oot,1.0,0.014,0.4383278489112854,0.4306019842624664,0.4152743220329284,0.5616721510887146,0.569398045539856,0.5847256779670715,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16564.62
2025-05-01 06:00:00+00:00,oot,1.0,0.014,0.4715653359889984,0.5133822560310364,0.4980850517749786,0.5284346342086792,0.4866177439689636,0.5019149780273438,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16564.62
2025-05-01 07:00:00+00:00,oot,1.0,0.014,0.4698391556739807,0.4334800839424133,0.4178547263145447,0.5301608443260193,0.5665199160575867,0.5821452736854553,-1,-1,0,1,1,1,-1,-1,0,-130.0,-130.0,0.0,-260.0,0,16304.62
2025-05-01 08:00:00+00:00,oot,1.0,0.014,0.4644106030464172,0.4180730879306793,0.4194580912590027,0.5355893969535828,0.5819269418716431,0.5805419087409973,-1,0,-1,1,1,-1,-1,0,-1,-130.0,0.0,115.05,-14.950000000000003,0,16289.67
2025-05-01 09:00:00+00:00,oot,1.0,0.014,0.4709329307079315,0.4187958836555481,0.4152743220329284,0.5290670394897461,0.5812041163444519,0.5847256779670715,-1,0,-1,1,1,1,-1,0,-1,-130.0,0.0,-130.0,-260.0,0,16029.67
2025-05-01 10:00:00+00:00,oot,1.0,0.014,0.4653618931770324,0.4203779399394989,0.4189076721668243,0.5346381068229675,0.5796220302581787,0.581092357635498,-1,0,0,1,1,-1,-1,0,0,-130.0,0.0,0.0,-130.0,0,15899.67
2025-05-01 11:00:00+00:00,oot,1.0,999.0,0.466304749250412,0.4167889952659607,0.4189076721668243,0.5336952209472656,0.5832110047340393,0.581092357635498,-1,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15899.67
2025-05-01 12:00:00+00:00,oot,1.0,999.0,0.4709329307079315,0.4203779399394989,0.4189076721668243,0.5290670394897461,0.5796220302581787,0.581092357635498,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15899.67
2025-05-01 13:00:00+00:00,oot,1.0,0.014,0.48223677277565,0.4718541502952575,0.4891087412834167,0.5177632570266724,0.5281458497047424,0.5108912587165833,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15899.67
2025-05-01 14:00:00+00:00,oot,1.0,0.014,0.4607407450675964,0.4171553254127502,0.4189076721668243,0.5392592549324036,0.5828446745872498,0.581092357635498,-1,0,0,1,-1,1,-1,0,0,-130.0,0.0,0.0,-130.0,0,15769.67
2025-05-01 15:00:00+00:00,oot,1.0,0.014,0.4752902090549469,0.5042267441749573,0.4627627730369568,0.5247098207473755,0.4957732558250427,0.5372372269630432,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15769.67
2025-05-01 16:00:00+00:00,oot,1.0,0.014,0.478773295879364,0.5107499361038208,0.4858906269073486,0.521226704120636,0.4892500638961792,0.5141093730926514,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15769.67
2025-05-01 17:00:00+00:00,oot,1.0,999.0,0.488030731678009,0.5129834413528442,0.4983426034450531,0.511969268321991,0.4870165586471557,0.5016573667526245,0,0,0,1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15769.67
2025-05-01 18:00:00+00:00,oot,1.0,999.0,0.4777399003505707,0.5072221755981445,0.4894492924213409,0.5222600698471069,0.4927778244018554,0.5105507373809814,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15769.67
2025-05-01 19:00:00+00:00,oot,1.0,0.014,0.4838714301586151,0.4982118308544159,0.5048739314079285,0.5161285400390625,0.5017881393432617,0.4951260685920715,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15769.67
2025-05-01 20:00:00+00:00,oot,1.0,0.014,0.5290627479553223,0.5160996317863464,0.5526663661003113,0.4709372520446777,0.4839003682136535,0.4473336338996887,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15769.67
2025-05-01 21:00:00+00:00,oot,1.0,999.0,0.5062729716300964,0.5143256783485413,0.515637993812561,0.4937270283699035,0.4856743216514587,0.4843620061874389,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15769.67
2025-05-01 22:00:00+00:00,oot,1.0,0.008,0.5187881588935852,0.5019490122795105,0.508159875869751,0.4812118411064148,0.4980509877204895,0.491840124130249,0,0,0,1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15769.67
2025-05-01 23:00:00+00:00,oot,1.0,0.008,0.4872350990772247,0.522788941860199,0.5181575417518616,0.5127649307250977,0.477211058139801,0.4818424582481384,-1,0,0,1,1,1,-1,0,0,-95.97204971313477,0.0,0.0,-95.97204971313477,0,15673.7
2025-05-02 00:00:00+00:00,oot,2.0,0.014,0.4489315450191498,0.514295756816864,0.4421571791172027,0.5510684251785278,0.485704243183136,0.5578428506851196,-1,0,0,-1,-1,-1,-1,0,0,230.1,0.0,0.0,230.1,0,15903.8
2025-05-02 01:00:00+00:00,oot,2.0,999.0,0.4597978889942169,0.514295756816864,0.460733562707901,0.5402021408081055,0.485704243183136,0.5392664670944214,-1,0,0,-1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15903.8
2025-05-02 02:00:00+00:00,oot,2.0,0.014,0.42603400349617,0.4263942837715149,0.4194580912590027,0.5739660263061523,0.5736057162284851,0.5805419087409973,-1,0,-1,1,-1,1,-1,0,-1,-260.0,0.0,-260.0,-520.0,0,15383.8
2025-05-02 03:00:00+00:00,oot,2.0,0.014,0.4594153463840484,0.5108043551445007,0.4412344396114349,0.5405846834182739,0.4891956448554992,0.5587655305862427,-1,0,0,-1,-1,-1,-1,0,0,230.1,0.0,0.0,230.1,0,15613.9
2025-05-02 04:00:00+00:00,oot,2.0,999.0,0.4980738759040832,0.5115640163421631,0.5277911424636841,0.5019261240959167,0.4884359836578369,0.4722088575363159,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 05:00:00+00:00,oot,2.0,0.014,0.513275682926178,0.527059018611908,0.5327271819114685,0.486724317073822,0.472940981388092,0.4672728180885315,0,0,0,1,-1,1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 06:00:00+00:00,oot,2.0,0.014,0.4928068816661834,0.525577962398529,0.5234256982803345,0.5071930885314941,0.4744220376014709,0.4765743017196655,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 07:00:00+00:00,oot,2.0,0.014,0.5276979804039001,0.5362425446510315,0.524052083492279,0.4723020195960998,0.4637574553489685,0.4759479165077209,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 08:00:00+00:00,oot,2.0,0.014,0.5197471380233765,0.4722808599472046,0.5162168145179749,0.4802528619766235,0.5277191400527954,0.4837831854820251,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 09:00:00+00:00,oot,2.0,0.014,0.495861142873764,0.5136612057685852,0.4994447529315948,0.5041388273239136,0.4863387942314148,0.5005552768707275,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 10:00:00+00:00,oot,2.0,0.014,0.5041202902793884,0.5051073431968689,0.5018000602722168,0.4958797097206116,0.4948926568031311,0.4981999397277832,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 11:00:00+00:00,oot,2.0,999.0,0.4822799563407898,0.4600223004817962,0.4667681455612182,0.5177200436592102,0.5399776697158813,0.5332318544387817,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 12:00:00+00:00,oot,2.0,999.0,0.4676737487316131,0.4633372724056244,0.4393550753593445,0.5323262214660645,0.5366626977920532,0.5606449246406555,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 13:00:00+00:00,oot,2.0,0.014,0.4798201322555542,0.4705045223236084,0.4648164808750152,0.5201798677444458,0.5294954776763916,0.5351835489273071,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 14:00:00+00:00,oot,2.0,0.014,0.4717634916305542,0.4389362335205078,0.4435254037380218,0.5282365083694458,0.5610637664794922,0.5564745664596558,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 15:00:00+00:00,oot,2.0,0.014,0.5105335712432861,0.4755271077156067,0.5042678713798523,0.4894664287567138,0.5244728922843933,0.4957321286201477,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 16:00:00+00:00,oot,2.0,0.014,0.4875294864177704,0.4944872260093689,0.4873267114162445,0.5124704837799072,0.5055127739906311,0.5126732587814331,0,0,0,1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 17:00:00+00:00,oot,2.0,999.0,0.4827621281147003,0.5123995542526245,0.4769827723503113,0.5172379016876221,0.4876004457473755,0.5230172276496887,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 18:00:00+00:00,oot,2.0,999.0,0.5276979804039001,0.5362425446510315,0.5357986688613892,0.4723020195960998,0.4637574553489685,0.4642013311386108,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 19:00:00+00:00,oot,2.0,0.014,0.5384492874145508,0.5554173588752747,0.549920380115509,0.4615507125854492,0.4445826411247253,0.4500796198844909,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 20:00:00+00:00,oot,2.0,0.014,0.518824577331543,0.5156169533729553,0.4826503694057464,0.481175422668457,0.4843830466270447,0.5173496007919312,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 21:00:00+00:00,oot,2.0,999.0,0.5612344741821289,0.5499308705329895,0.5439808964729309,0.4387655258178711,0.4500691294670105,0.4560191035270691,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,15613.9
2025-05-02 22:00:00+00:00,oot,2.0,0.008,0.551206648349762,0.5411949157714844,0.5416911840438843,0.448793351650238,0.4588050842285156,0.4583088159561157,1,1,1,1,1,1,1,1,1,230.1,221.26,230.1,681.46,1,16295.36
2025-05-02 23:00:00+00:00,oot,2.0,0.008,0.451075792312622,0.4978654086589813,0.4685199558734894,0.5489242076873779,0.5021345615386963,0.531480073928833,0,0,-1,-1,-1,-1,0,0,-1,0.0,0.0,230.1,230.1,0,16525.46
2025-05-03 00:00:00+00:00,oot,1.5,0.014,0.5664057731628418,0.5502820014953613,0.548995316028595,0.4335942268371582,0.4497179985046386,0.451004683971405,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16525.46
2025-05-03 01:00:00+00:00,oot,1.5,999.0,0.5702730417251587,0.5708847641944885,0.5547657012939453,0.4297269582748413,0.4291152358055115,0.4452342987060547,1,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16525.46
2025-05-03 02:00:00+00:00,oot,1.5,0.014,0.5551427602767944,0.5321504473686218,0.5361827611923218,0.4448572397232055,0.4678495526313782,0.4638172388076782,1,0,0,-1,-1,1,1,0,0,-195.0,0.0,0.0,-195.0,0,16330.46
2025-05-03 03:00:00+00:00,oot,1.5,0.014,0.552834153175354,0.520444393157959,0.4837793409824371,0.447165846824646,0.479555606842041,0.5162206888198853,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16330.46
2025-05-03 04:00:00+00:00,oot,1.5,999.0,0.4707143604755401,0.4659968018531799,0.4581999480724334,0.5292856693267822,0.5340031981468201,0.5418000221252441,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16330.46
2025-05-03 05:00:00+00:00,oot,1.5,0.014,0.5648390650749207,0.5346338152885437,0.528654158115387,0.4351609349250793,0.4653661847114563,0.471345841884613,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16330.46
2025-05-03 06:00:00+00:00,oot,1.5,0.014,0.5702730417251587,0.5708847641944885,0.5450962781906128,0.4297269582748413,0.4291152358055115,0.4549037218093872,1,0,0,1,-1,-1,1,0,0,172.575,0.0,0.0,172.575,0,16503.04
2025-05-03 07:00:00+00:00,oot,1.5,0.014,0.5281804203987122,0.5161531567573547,0.4985239803791046,0.4718195796012878,0.4838468432426452,0.5014760494232178,0,0,0,-1,1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 08:00:00+00:00,oot,1.5,0.014,0.5420383810997009,0.5491798520088196,0.5464048385620117,0.4579616189002991,0.4508201479911804,0.4535951614379883,0,0,0,-1,-1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 09:00:00+00:00,oot,1.5,0.014,0.5588758587837219,0.5540354251861572,0.5469526052474976,0.4411241412162781,0.4459645748138428,0.4530473947525024,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 10:00:00+00:00,oot,1.5,0.014,0.5642427802085876,0.5465585589408875,0.5489381551742554,0.4357572197914123,0.4534414410591125,0.4510618448257446,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 11:00:00+00:00,oot,1.5,999.0,0.5218519568443298,0.520236074924469,0.4693965315818786,0.4781480431556701,0.479763925075531,0.5306034684181213,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 12:00:00+00:00,oot,1.5,999.0,0.4936263859272003,0.4997284114360809,0.513280987739563,0.5063736438751221,0.5002715587615967,0.486719012260437,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 13:00:00+00:00,oot,1.5,0.014,0.4830416142940521,0.4527022540569305,0.462987333536148,0.5169583559036255,0.5472977161407471,0.5370126962661743,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 14:00:00+00:00,oot,1.5,0.014,0.4901589751243591,0.4627037644386291,0.4648164808750152,0.5098410248756409,0.5372962355613708,0.5351835489273071,0,0,0,1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 15:00:00+00:00,oot,1.5,0.014,0.5301921367645264,0.5190075635910034,0.5241427421569824,0.4698078632354736,0.4809924364089966,0.4758572578430176,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 16:00:00+00:00,oot,1.5,0.014,0.5307638049125671,0.5323320627212524,0.5374542474746704,0.4692361950874328,0.4676679372787475,0.4625457525253296,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 17:00:00+00:00,oot,1.5,999.0,0.5051324367523193,0.4993537068367004,0.5008572936058044,0.4948675632476806,0.5006462931632996,0.4991427063941955,0,0,0,-1,-1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 18:00:00+00:00,oot,1.5,999.0,0.5377554297447205,0.541455090045929,0.5526034832000732,0.4622445702552795,0.458544909954071,0.4473965167999267,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 19:00:00+00:00,oot,1.5,0.014,0.4724877476692199,0.5053566694259644,0.4769827723503113,0.52751225233078,0.4946433305740356,0.5230172276496887,0,0,0,-1,-1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 20:00:00+00:00,oot,1.5,0.014,0.5019296407699585,0.5090095400810242,0.5096054673194885,0.4980703592300415,0.4909904599189758,0.4903945326805115,0,0,0,-1,-1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 21:00:00+00:00,oot,1.5,999.0,0.5032275915145874,0.5163128972053528,0.4908660352230072,0.4967724084854126,0.4836871027946472,0.5091339349746704,0,0,0,-1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16503.04
2025-05-03 22:00:00+00:00,oot,1.5,0.008,0.4788550734519958,0.4892739653587341,0.4826877415180206,0.5211449265480042,0.5107260346412659,0.5173122882843018,0,0,-1,-1,-1,-1,0,0,-1,0.0,0.0,166.64090753316881,166.64090753316881,0,16669.68
2025-05-03 23:00:00+00:00,oot,1.5,0.008,0.5420383810997009,0.5460926294326782,0.5319297313690186,0.4579616189002991,0.4539073705673218,0.4680702686309814,1,1,0,1,1,1,1,1,0,172.575,165.945,0.0,338.52,0,17008.2
2025-05-04 00:00:00+00:00,oot,2.0,0.014,0.5517097115516663,0.5029223561286926,0.4814018309116363,0.4482902884483337,0.4970776438713074,0.518598198890686,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 01:00:00+00:00,oot,2.0,999.0,0.4588545262813568,0.4684208631515503,0.4776842892169952,0.5411454439163208,0.5315791368484497,0.5223157405853271,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 02:00:00+00:00,oot,2.0,0.014,0.5483265519142151,0.537582278251648,0.5186208486557007,0.4516734480857849,0.462417721748352,0.4813791513442993,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 03:00:00+00:00,oot,2.0,0.014,0.5181313753128052,0.4680547416210174,0.4970107972621918,0.4818686246871948,0.5319452285766602,0.5029891729354858,0,0,0,1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 04:00:00+00:00,oot,2.0,999.0,0.5483265519142151,0.5461090803146362,0.536346435546875,0.4516734480857849,0.4538909196853637,0.463653564453125,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 05:00:00+00:00,oot,2.0,0.014,0.457179993391037,0.449698805809021,0.4422580301761627,0.5428199768066406,0.550301194190979,0.5577419996261597,0,0,0,-1,1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 06:00:00+00:00,oot,2.0,0.014,0.4575624763965606,0.4624106287956238,0.4437155723571777,0.5424375534057617,0.5375893712043762,0.5562844276428223,0,0,0,-1,1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 07:00:00+00:00,oot,2.0,0.014,0.4828853011131286,0.454777717590332,0.4811869859695434,0.5171146988868713,0.545222282409668,0.5188130140304565,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 08:00:00+00:00,oot,2.0,0.014,0.5321253538131714,0.5302419066429138,0.5469513535499573,0.4678746461868286,0.4697580933570862,0.4530486464500427,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 09:00:00+00:00,oot,2.0,0.014,0.5534248352050781,0.5467125177383423,0.5469513535499573,0.4465751647949219,0.4532874822616577,0.4530486464500427,0,0,0,-1,1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 10:00:00+00:00,oot,2.0,0.014,0.5274837017059326,0.542960524559021,0.5398794412612915,0.4725162982940674,0.457039475440979,0.4601205587387085,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 11:00:00+00:00,oot,2.0,999.0,0.54490065574646,0.5326665639877319,0.5208316445350647,0.45509934425354,0.467333436012268,0.4791683554649353,0,0,0,1,-1,1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 12:00:00+00:00,oot,2.0,999.0,0.4982363283634186,0.4848860502243042,0.4783506691455841,0.5017637014389038,0.5151139497756958,0.5216493606567383,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 13:00:00+00:00,oot,2.0,0.014,0.5118116736412048,0.5413355231285095,0.5223963856697083,0.4881883263587951,0.4586644768714905,0.4776036143302917,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 14:00:00+00:00,oot,2.0,0.014,0.4861892461776733,0.4747323393821716,0.490210473537445,0.5138107538223267,0.5252676606178284,0.5097895264625549,0,0,0,-1,1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 15:00:00+00:00,oot,2.0,0.014,0.5201576352119446,0.4830095171928406,0.4788630604743957,0.4798423647880554,0.5169904828071594,0.5211369395256042,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 16:00:00+00:00,oot,2.0,0.014,0.5524754524230957,0.5505055785179138,0.5494841933250427,0.4475245475769043,0.4494944214820862,0.4505158066749573,0,0,0,1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 17:00:00+00:00,oot,2.0,999.0,0.4828358292579651,0.5029751658439636,0.4926933050155639,0.5171641707420349,0.4970248341560364,0.507306694984436,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 18:00:00+00:00,oot,2.0,999.0,0.5435149669647217,0.5419566631317139,0.5359525084495544,0.4564850330352783,0.4580433368682861,0.4640474915504455,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 19:00:00+00:00,oot,2.0,0.014,0.5238203406333923,0.5251986980438232,0.4826503694057464,0.4761796593666076,0.4748013019561767,0.5173496007919312,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 20:00:00+00:00,oot,2.0,0.014,0.4751870334148407,0.5109988451004028,0.4926933050155639,0.5248129367828369,0.4890011548995971,0.507306694984436,0,0,0,-1,1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 21:00:00+00:00,oot,2.0,999.0,0.4932884573936462,0.5074815154075623,0.4912488162517547,0.5067115426063538,0.4925184845924377,0.5087511539459229,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,17008.2
2025-05-04 22:00:00+00:00,oot,2.0,0.008,0.5371434092521667,0.5483587384223938,0.536346435546875,0.4628565907478332,0.4516412615776062,0.463653564453125,1,1,1,-1,-1,-1,1,1,1,-260.0,-260.0,-260.0,-780.0,1,16228.2
2025-05-04 23:00:00+00:00,oot,2.0,0.008,0.5524754524230957,0.5501129031181335,0.5560164451599121,0.4475245475769043,0.4498870968818664,0.4439835548400879,1,1,1,1,1,1,1,1,1,230.1,221.26,230.1,681.46,1,16909.66
2025-05-05 01:00:00+00:00,oot,0.5,999.0,0.5230482220649719,0.5465781688690186,0.5508739352226257,0.4769517779350281,0.4534218311309814,0.4491260647773742,0,1,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16909.66
2025-05-05 02:00:00+00:00,oot,0.5,0.014,0.4986297488212585,0.51109778881073,0.5061535835266113,0.5013702511787415,0.48890221118927,0.4938464164733886,0,0,0,-1,-1,-1,0,0,0,0.0,0.0,0.0,0.0,0,16909.66
2025-05-05 03:00:00+00:00,oot,0.5,0.014,0.5191227793693542,0.5322868227958679,0.550332248210907,0.4808772206306457,0.4677131772041321,0.449667751789093,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,16909.66
